Hospital Name,Link,State,Address,"""Always"" quiet at night","""Usually"" quiet at night","Room was ""always"" clean","Room was ""usually"" clean","Patients ""always"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted","Doctors ""always"" communicated well","Doctors ""usually"" communicated well","Nurses ""always"" communicated well","Nurses ""usually"" communicated well","Staff ""always"" explained","Staff ""usually"" explained",Summary,Review Counts,Experience,Billing,Quality of Care,Other,Timeliness,Average Rating
United Memorial Medical Center,https://www.yelp.com/biz/united-memorial-medical-center-batavia-3,NY,127 North Street,50,36,75,19,66,28,77,17,80,16,64,18,"If you have a choice, send your loved ones there, at least you will be able to contact people within the hospital to inquire about your loved one.SPLITI know a few friends that come here & they all had great experience.. which made me and my family come here.SPLITIt's employed a bunch of adult teenagers who live in the area and are more interested in each other's lives than patient care.SPLITIt is the worst hospital some dr is good but the service you give to people is not acceptable if you been in iv for 24 and they take out you have to wait for the next day Intel they give you the meal also no phone you have to pay no tv you have to pay cash cash in delivery also it is going to take 5 days for the baby to be picked up that died it is shame I guess services have quality and they are the worst You can get I am very sorry to all the few good people the worst people make worst for allSPLITThe worst hospital and stuff I delivered there 
They were careless they didn't help me.at all 
They didn't hold the baby 5 minutes they told me take.the baby with you to that bathroom 
They didn't check the baby 
For 5 days they didn't clean the room.SPLITI asked 11, no exaggeration, 11 people(and I made sure to ask the ones that were sitting on their phones or at a desk not currently typing) for assistance getting out as the place was a hot mess (and not because it was busy) one nurse(or doctor because I am really not sure) literally laughed at me and then ignored me.SPLIT214",30,0,0,0,0,26.08695652173913,4.2
F F Thompson Hospital,https://www.yelp.com/biz/thompson-health-canandaigua-2,NY,350 Parrish Street,47,39,72,20,62,28,79,16,77,18,57,21,"And the food isn't bad to be honest- pretty important if you're being admitted.SPLITI go to security and security tells me to go to nursing to make a report...then security tells me they are ""too busy to make a report because an AIRPLANE is landing on the roof with a patient""....take the extra time and take your loved ones to Stony Brook.SPLITOur yelp friends who became true in real life friends.SPLITThis hospital Is discusting , poor staffed , majority of the nurses are rude and too busy stuffing there faces 99% of the time ... My dad was given wrong medicine and also waited over a hour for a "" transporter "" aka wannabe nurse to come with a wheel chair just so we can leave this damn hell hole .. ABSOULTY RIDICLIOUS !!!!!!!!!SPLITThe ER might as well be hell on earth and the people in triage are disgustingly rude and don't care about the patients!SPLITAs far as I'm concerned their total incompetence killed him  They're the worst.SPLIT1109",123,0,0,0,0,25.692695214105793,3.2
Sisters Of Charity Hospital,https://www.yelp.com/biz/sisters-of-charity-hospital-buffalo-2,NY,2157 Main Street,51,34,60,29,59,32,77,19,80,17,65,18,"Go to a different hospital if you can and definitely hope to god you don't get dr mchue, because I've never encountered a more rude or dismissive dr in my life.SPLITAlso, I am a physician, so given my training and experience I think I have a pretty good idea how good (or bad) this hospital is.SPLITI'm glad we got a private room so that my husband could stay overnight and help me with the baby because I was pretty much immobile for the first couple of days.SPLITBut worst of all was the lack of guidance and education, and lack of basic communication, which endangered our child's life's and made or first month one of extreme stress and exhaustion.SPLITThis is one of the worst hospital and Er to go to , first off they traige nurse is rude wants you to scream your chef complaint , then the men security are always noisy in your business, they have to in there for hours they don't help .SPLITNo consistency, poor hygiene and horrible facilities.SPLIT861",67,0,0,0,0,25.91240875912409,3.5217391304347827
Adirondack Medical Center,https://www.yelp.com/biz/adirondack-medical-center-saranac-lake-2,NY,2233 State Route 86,62,31,82,13,77,17,83,13,85,12,67,16,"it was a bit of a dump but the nurses on the blue team helped get my husband back in shape :) we had an older nurse long hair braided.. seems like she been around a while she was amazing god bless this woman i wish i had gotten her name.SPLITBut then came the day that a person in my family needed medical care and surgery, he ended up at Roosevelt hospital and that might have been the best and most impressive hospital I've ever experienced.SPLITThe day time nurses are much better then the night time nurses, but I'm pretty sure you will find that at any hospital.SPLITThe nursing staff are sad ""lifers"" and some of them have been there for over 40 years just waiting to be old enough to retire and they are mean - Nurse Rachets...One of the Nurses was screaming at people, and acting mentally Ill and calling someone a Fat Pig and complaining that this person didn't have any money - it was outrageous behavior and very unpleasant - they seem to have no quality control over the nursing staff there.SPLITThe only negatives were a few obviously  bored and uninterested orderlies but no one was incompetent or rude.SPLITThe nurses are the worst ever - very rude and inattentive - I would have to patrol myself with my empty bag of fluids to find a nurse to change my bag - as when the bag ran out ....I was in pain...and having to find a nurse to change the fluids...and the nurses were so very rude.SPLIT1855",167,0,0,0,0,25.368248772504092,5.0
Lincoln Medical & Mental Health Center,https://www.yelp.com/biz/nyc-health-hospitals-lincoln-bronx,NY,234 East 149Th Street,47,29,66,19,49,25,78,15,65,22,56,18,"All the other staff was pretty awesome, and it was an experience that made me so thankful that I decided to deliver there.SPLITThe best part was when they needed blood, they had poke and twist the needle in my veins FOUR TIMES in FOUR different areas, two on each arm!SPLITI was hoping the head physician would be there since he assured me if I ever came again things would be different.SPLITHorrible emergency room!!!!SPLITOh and guess who is sick after sitting for an hour with no mask...yes me.SPLITHe said he just did the xrays to do them and double check, but he knows they'll come out fine..................okay

The nurses were okay....they didn't seem too concerned with my pain or that I couldn't walk, though.SPLIT273",30,0,0,0,0,31.506849315068493,1.8421052631578947
Arnot Ogden Medical Center,https://www.yelp.com/biz/arnot-ogden-medical-center-elmira-3,NY,600 Roe Avenue,52,36,71,20,60,33,78,17,78,19,60,20,"After she got admitted, hospital didn't treat her, but prohibited her to take the natural supplements.SPLITSPLITSPLITI would never expect any one to deal with such disrespect disconcert and uncaring horrible horrible bed side manner .SPLITIf I could give this place a negative star I would.SPLIT37 minute wait for ER my ass.SPLIT59",9,0,0,0,0,20.0,3.0
Columbia Memorial Hospital,https://www.yelp.com/biz/columbia-memorial-health-hudson,NY,71 Prospect Avenue,41,39,65,24,62,27,74,18,76,19,54,21,"Shes 18 years old and can make decisions on what she wants done about her health, but of course they want to do what THEY think is best.SPLITUnfortunately she has to be admitted, but I believe she will be treated better here and released as soon as shes better.SPLITOver tall average, they need to reevaluate their staff and get a better management 
This hospital was the best once upon time until now I give you guys a FSPLITOnce upon a time it was clean now it's dirty


The ultra sound tech , I don't know what was up her ass but whatever problem she was having leave it at the door 
She didn't want to be bother 
She was close to not even checking me 
Until I bitched at her.SPLITWorse hospital, worse doctors, worse service, worse everything.SPLITI don't understand the concept of making irritable emotional and sick people wait for HOURS before addressing their problems and then talking to them for ten minutes just to send them home.SPLIT603",72,0,0,0,0,20.418848167539267,2.6875
Albany Va Medical Center,https://www.yelp.com/biz/va-medical-center-albany,NY,113 Holland Avenue,51,35,74,18,70,23,80,16,80,16,66,14,"Everything was pretty clear but if you are here for dental, make sure you wait in the urgent care wing designated for dental rather than sitting in the main waiting area-I feel like they will call you faster since you are sitting in their view.SPLITMy father passed away this March but it was the care from the staff that made it possible for my father to rest in peace comfortably at home.SPLITGenerous direct views of Fort Green Park just feet outside the window help as well as generous soft lighting and architecture which respects the mother.SPLIT.. they are so RUDE, and I've been waiting all day since yesterday for them to call me to give me the time of her appt, and they didn't call I called them 3 times and they are so NASTY they don't let u get a word in!SPLITI hated this filthy and severely badly run place, and will try to avoid it at all costs.SPLITthe nurses treated my mom like shit and gave her a lot of attitude when she asked for pain medicine for her migraine because her roommate was screaming about rape at the top of her lungs!!SPLIT2261",215,0,0,0,0,25.853018372703414,4.142857142857143
New York-Presbyterian Hospital,https://www.yelp.com/biz/newyork-presbyterian-weill-cornell-medical-center-new-york,NY,525 East 68Th Street,52,30,69,22,61,26,81,15,77,19,61,18,,1,0,0,0,0,0,2.7120622568093387
Kenmore Mercy Hospital,https://www.yelp.com/biz/kenmore-mercy-hospital-catholic-health-system-kenmore,NY,2950 Elmwood Avenue,52,34,67,23,63,28,80,16,82,14,64,18,"The lactation consultant came and saw me at least once a day and several other members of the hospital came by and checked on me during my stay - a financial person to discuss insurance payments, a social worker to answer any questions, a psychologist to make sure *I* was doing okay after birth (they check on mommys a lot to make sure you are handling any baby blues or postpartum issues okay), a religious officiant came by to offer to bless the baby or as someone to talk to if we needed (it is a religious affiliated hospital after all and he was very pleasant when I declined and told him we were not religious people).SPLITI'll take my chances at home - my 8 year old can provide better care than this place.SPLITThe staff may push you a bit, but in reality, its for the best.SPLITThe next day my ob came in I cried and begged him to release me from this dirty hell hole.SPLITMy surgery was awful (and delayed for two days), the recovery room nurse was nasty and my wishes were not honored.SPLITIt's such an awful place, I almost forget to mention the disgusting and uncomfortable facilities are.SPLIT769",73,0,0,0,0,28.163265306122447,3.2777777777777777
Olean General Hospital,https://www.yelp.com/biz/olean-general-hospital-olean,NY,515 Main Street,47,37,70,22,49,32,76,18,76,19,55,21,"I've never spent a night inside Sisters Hospital, but my best friend worked there for many years so I know it well, and they helped me out with some issues because I was uninsured.SPLITPersonal Experience: was helped by a doctor here years ago, have been here many times, and one of my best friends works here.SPLITThe nurses on the 2nd floor go out of their way to make your comfortable, take their time talking to you, & the social workers staff and coordinators explained all our our resources & options for her care.SPLITI'm aware that sadly  people abuse hospitals for drugs.SPLIT6 months since the beginning no answers no results no information.SPLITSummary: 
-High risk pregnancy  
-Extremely poor experience in labor and delivery     

1) OB called hospital in advance, but hospital did not have anything ready
2) Waited 7 hours in triage without monitoring while there for a high-risk situation.SPLIT237",28,0,0,0,0,32.8125,3.6666666666666665
Nyack Hospital,https://www.yelp.com/biz/montefiore-nyack-hospital-nyack,NY,160 North Midland Avenue,40,36,62,25,57,29,71,20,72,20,50,21,"After dealing with the FL medical community for the past 28 years its a refreshing change to get GOOD health care by someone you can understand and actually likes their job and treats me like a person and not gum stuck on the bottom of their shoe.SPLITI feel like there's a lot of miscommunication going on, that can totally be solved easily.SPLITThe last time I had to wait a bit for blood work, but the overall service was excellent.SPLITAVOID AVOID AVOID AVOID AVOID AVOID AVOID AVOID AVOID AVOID!!!!!!!!!!SPLITIt was the worst hospital ever and he only had a back spams and they had him on the side of the er as road kill we were here for over 7 hours what is that!!!SPLITThis place is UNDER INVESTIGATION FOR NEGLECT AFTER A MAN DIED IN THEIR WAITING ROOM!!!!SPLIT700",66,0,0,0,0,25.101214574898783,2.0
North Shore University Hospital,https://www.yelp.com/biz/north-shore-university-hospital-manhasset,NY,300 Community Drive,49,36,74,17,61,26,82,14,81,14,61,20,"I felt like I was in good hands and treated very well.SPLITThey are usually very busy up there so it's the most waiting I've ever done in this place but even that wasn't too bad.SPLITFriend was admitted to ER several years ago on a weekday at 2am and we spent over 6 hours waiting to be seen.SPLITI screamed in pain, ""STOP, STOP, STOP!!SPLITI'm livid and feel totally unable to do anything to correct the situation.SPLITAfter a third and final opinion from a gyno I saw years ago when I lived in Brooklyn, I was told yet again everything was fine & not to let myself by bullied for their $$$$$.SPLIT151",11,0,0,0,0,26.31578947368421,2.853333333333333
Peconic Bay Medical Center,https://www.yelp.com/biz/peconic-bay-medical-center-riverhead,NY,1300 Roanoke Avenue,46,38,73,20,69,24,75,18,78,17,58,19,"Some of the doctors are condescending with attitudes and have little compassion for their patients....20 minutes if you are lucky and on to the next....like a conveyor belt system.....I have never seen such a lack of compassion with many of these doctors and staff.SPLITYou better off here IF you need hospital based services and you want REAL quality care.SPLITEndocrinologist was great with providing information on my uncle's condition as well as the results of his test.SPLITThey killed my father with there lack of knowledge of limphoma cancer.SPLITAnd today, my dad was supposed to have surgery - the poor man was not allowed to eat or drink for more than 24 hours - and surgery was delayed more than 2 hours (I tried speaking to about 5 people, getting absolutely no info during that time) - and just now, a nurse comes in to ""inform"" me that the surgery is delayed - for another hour!!SPLITSounds sketchy, but I have cancer and little energy to argue.SPLIT495",40,0,0,0,0,32.038834951456316,2.821428571428572
Bertrand Chaffee Hospital,https://www.yelp.com/biz/bertrand-chaffee-hospital-springville-2,NY,224 East Main Street,42,43,73,20,64,29,79,17,78,17,66,16,"She was such a sweetheart and made sure I was going to make it out of the hospital as comfortable as possible.SPLITThe nursing staff has been FABULOUS during my time here.SPLITER was not that bad - they seem to manage priority cases well.SPLITWhat a bunch of losers in the worst hospital ever!SPLITI've been to many emergency rooms with family members- this is the worst.SPLITI totally get that they are busy and important, but there's no excuse for bad bedside manners.SPLIT279",29,0,0,0,0,13.580246913580247,1.0
Oneida Health Hospital,https://www.yelp.com/biz/oneida-healthcare-oneida,NY,321 Genesee Street,63,31,82,14,72,21,81,15,83,14,68,17,"I would wish the same happenned to their loved ones, but I actually care about people, not numbers.SPLITSo I hope their loved ones go to the 14th floor.SPLITWill make sure to head to another ER if I ever need urgent care.SPLITThe ER is filled with incompetent personnel who are supposed to do the preliminary steps along with the triage: 
Front Desk = INCOMPETENT, RUDE, CARELESS, INCONSIDERATE, and everything bad you can think of.SPLITI thought the second night would be better but once again another abusive patient took over the nursing unit, screaming about how poorly he was being treated & waking up some very sick people in the process, self included.SPLITPatient Services Serves No Purpose But To Make Patients Think Their Complaints Are Being Addressed When, In Fact, They Are Being Entirely Disregarded And Buried By The Department of Medicine, Whose Job It Is Is To, Among Other Things, Investigate Complaints Of Serious Malpractice.SPLIT448",44,0,0,0,0,34.84848484848485,1.0
Lenox Hill Hospital,https://www.yelp.com/biz/lenox-hill-hospital-new-york-6,NY,100 East 77Th Street,48,34,65,24,65,24,79,17,77,17,59,17,"I hope you never need to go to an ER, but if you do, this would be a good one to visit.SPLITI am pretty critical of hospitals, but this one does a good job with their patients.SPLITMy friends and family know better to not call me that early, unless it is an emergency.SPLITThat is just not acceptable in the middle of the night when sick people are trying to sleep.SPLITIt could be life or death.SPLIT**This review is for the ER only**

I hate getting early morning calls.SPLIT110",10,0,0,0,0,15.384615384615385,3.0422535211267605
Rochester General Hospital,https://www.yelp.com/biz/rochester-general-hospital-rochester-15,NY,1425 Portland Avenue,43,37,61,26,58,30,79,16,78,18,59,19,"From what I hear, if you can get there early, then you'll have a better chance of getting a good room!SPLITIn what other business would behavior like this be accepted?SPLITOur second day there, we had lots of doctor's/nurses come around to make sure everything was ok with our baby.SPLITAfter ignoring her for hours and letting her become more dehydrated, tired and sick they called security when my husband went outside to tell the staff that they were ignoring her because he raised his voice after being told he could either sit down and be quiet or go home.SPLITThese are the most disposable vile pathetic humans beings I've ever come across.SPLITThe doctors and ridiculous physician's assistants (basically college kids who think they're on the cast of Grey's Anatomy) did a terrible, terrible job.SPLIT194",18,0,0,0,0,19.672131147540984,3.5
Orange Regional Medical Center,https://www.yelp.com/biz/orange-regional-medical-center-middletown-5,NY,707 East Main Street,55,34,72,20,64,28,77,18,81,15,61,20,"I was concerned about being seen by a large team of staff -- and I was -- but they all communicated efficiently with each other about the hand-offs, with none of the chaos I've seen at other hospitals.SPLITMy friend was also treated well and praised the nursing staff and the accommodations.SPLIT(2) I could've been outta there in less than 2 hours, but they spent like 45 minutes getting my final paperwork ready (i think they forgot about me during that time or something as opposed to the paperwork really needing 45 mins to complete for me to sign).SPLITOne day they tell us she is critical and she may die, then the next day a doctor comes and tell us that she will do physical therapy 
I do not know who rank them #1 that person must be crazier because their treatment is worst than a 3 world country, because at least in a 3 world country they do not have all the equipments, but they have a heart for sick patients.SPLITMy husband was admitted via the emergency room there because of excruciating pain when trying to urinate.SPLITIf it wasn't for my family , I would have been a prisoner there subject to patient abuse.SPLIT236",28,0,0,0,0,34.61538461538461,2.5
Jacobi Medical Center,https://www.yelp.com/biz/jacobi-medical-center-bronx-7,NY,1400 Pelham Parkway South,51,26,66,22,49,27,79,15,69,20,55,18,"I'm a first time dad so I don't really have anything to compare it to but the nurses were pretty responsive and gave a lot of good advice.SPLITAt the end of the day, so to speak, the hospital staff impressed me greatly with the exception of my surgeon who clearly needs to learn better communication skills to help his patients!SPLITWe had some pretty good conversation as well since they were really friendly.SPLITfirst time only say by practitioner
very poor nurse cold as ice could care less poor results poor communication slow as mollases and just all around terrible
second visit much more pain dr was not nice non carrying and very matter of fact type and was annoyed if you have a question
let me give you an example they gave me morphine first time i ever got it
4mg i felt nothing but a slight headache very little relief 
at end i said to dr is it normal to not feel much relief after getting 4 mg of morphine
he said i don;t no i never took it
now that is a cocky stupid rude answer
he was like that through the entire process
nurse was non carrying and poor and I am a huge nurse advocate.SPLITOverall the ER has poor patient flow, has poor patient communication, and very rude staff.SPLITIt's the nurse that the others were being uncomplimentary about, so even though I'm exhausted , scared, and in a life threatening situation in need of treatment I request someone else come and talk to me about why the plan changed.SPLIT1215",119,0,0,0,0,30.706521739130434,1.0
Elmhurst Hospital Center,https://www.yelp.com/biz/nyc-health-hospitals-elmhurst-elmhurst,NY,79-01 Broadway,45,33,63,23,57,25,73,19,65,25,49,21,"No one ever wants to be in a hospital but if you do or a loved one does, this is a good choice.SPLITThere is a pull out cot for partners to sleep over - but my husband had to be home at night with our other child, so some more compassion from the nurses would have been nice.SPLIT4) made sure that I get up to date state of the art check up and each and every hospital staff made sure that I was in great condition.SPLITThe WORST....my uncle came to the hospital from having vomiting heachache, stiff neck, dizzy, bad vision....once in the hospital it took 3hrs before a doctor can talk to us..after talking to us was told that she was going to get a CT scan don......than another 4hrs before the transport people came to get him for a CT scan...now we are still waiting for the results...we went from waiting for the result in the room to now making us wait in the COLD HALLWAY...they said that they need the room for someone else but NO ONE ELSE IS USING THE ROOM.....it's now Goin to be 2hrs still in the hallway no one came to tell us about his results and the room is still not being used by the person supposely that need the room....excuse my language by this is F**king crazy....after asking to see if we can get the room back because my uncle was getting cold in the hallway we were told no its occupied (BUT STILL NO ONE IS USING THE ROOM) and the transport that took my uncle out the room keeps walking pass the room to look in and seeing that no one is using the room and looking and me to see if I see him looking...some kind of hospitalSPLIT?crazy they need to organize for emergency room for sure ...really disappointed .. this is ridiculous try to just seat for 10 hrs and wait for ur check up done in emergency room ....what is the point of to go to emergency room ????SPLITAn angry man waiting in patient room for several hours and he is screaming - guess what- all the patients are here listening to him scream and scared with NO SECURITY anywhere in sight.SPLIT1871",178,0,0,0,0,27.181208053691275,1.515695067264574
Bon Secours Community Hospital,https://www.yelp.com/biz/bon-secours-community-hospital-port-jervis,NY,160 East Main Street,49,38,75,19,75,16,74,18,83,13,65,17,"Wish all the staff in every medical field acted like this guy, you could tell he genuinely loves to help people.SPLITShe made sure my sister in law was fully briefed to my aftercare and made sure to take the time to wish me well, and to hope I have a speedy recovery.SPLITThe food there was uneatable, they like showing a little film on the TV about how they care about your diet & needs and if there is a situation to let them know, well I didn't eat for nearly 3 weeks, they kept bringing food I could not eat and when told about it didn't care.SPLITThis is the WORST WORST WORST HOSPITAL!!!SPLITDoc was fine nice but wait was terrible in their miserable ugly lounge with no tv and no int signal available.SPLITAs I sit here writing this frustrated It is a shame it takes being sick to see the shitty side of the medical industry here in the city.SPLIT2125",220,0,0,0,0,27.848101265822784,4.0
Mary Imogene Bassett Hospital,https://www.yelp.com/biz/bassett-healthcare-network-cooperstown-2,NY,One Atwell Road,46,39,62,24,56,30,74,20,74,20,57,21,"I was admitted right away and the doctors made me feel comfortable and took their time with me to ask questions and gave me options for a couple of different solutions to my medical ailment.SPLITMy mom is there now so let's hope I don't have to downgrade this rating!SPLITThe""bad feeling"" i have saved my life.SPLITThings went from bad to worse as the week went on.SPLIThe has good news and bad news for me...which one do I want first.....I said give me the bad news first..  ""You have 3 major arteries that are 95,, 90 and 80 percent blocked...We are talking bypass surgery.SPLITIf there were negative stars, I would give them.SPLIT145",14,0,0,0,0,27.27272727272727,1.7777777777777777
St Joseph's Hospital Health Center,https://www.yelp.com/biz/st-josephs-hospital-health-center-syracuse-10,NY,301 Prospect Avenue,59,30,68,22,64,27,78,17,79,16,59,19,"Fine I got wheeled to my room and they gave me all sorts of yummy drugs that made me nice and high until the next evening...SPLITI don't doubt that this hospital is good to people with money, but as a young mom to be on madicaid my experience was less than pleasant.SPLITI walked right in, no wait and got excellent care.SPLITwhen you go to the ER if you are not in a possibly LIFE THREATENING situation (ie: injured knee as someone else mentioned) you may spend a much longer time waiting because people may come into the ER who DO have life threatening emergencies (ie: possible MI or stroke, hemorrhage, etc).SPLITvery unprofessional and snooty people working there.SPLITAnother time they brought her to me with a dirty diaper/blanket.SPLIT73",9,0,0,0,0,33.33333333333333,2.739130434782609
Long Island Community Hospital,https://www.yelp.com/biz/long-island-community-hospital-patchogue-2,NY,101 Hospital Road,37,35,65,20,53,25,70,20,70,19,56,19,"I have been in better run livestock yards that have shown more care and compassionSPLITThey purport to be workplace of choice for employees, but they treated a loyal worker like Tim like crap and took his livelihood away.SPLITThere were so many individuals who had such a big hand in helping me, I'm worried I will inadvertently leave out crediting a person to whom I am so thankful.SPLITwent in for a minor surgery   came out worse than when I went in  Surgery was 3 1/2 hours late (just tell me we had an emergency and its going to be much later not tell me 1/2 hour more each time)  I don't believe it was due to emergency but to poor scheduling.SPLITI said because I am in excruciating pain, we've tried three antibiotics over the course of a week plus and none are working.SPLITGuess I'll sit here another hour in excruciating pain.SPLIT687",77,0,0,0,0,27.941176470588236,1.9333333333333331
Ellis Hospital,https://www.yelp.com/biz/ellis-medicine-schenectady,NY,1101 Nott Street,42,40,62,27,50,34,75,18,71,22,55,21,"It was a miracle that  my Mom improved enough to get out of the hospital before they could do anymore malpractice to her.SPLITWe were lucky we got another hospital to accept my husband.SPLITThey were not able to provide any suggestions  to help my Mom control her conditions.SPLITThe only reason I gave this place a star is because there is no option for zero stars, filthy place, bad service, bad managementSPLITYou n July 7th my wife suffered a Stroke so we went to the Emergency Room and the Lady at the counter rushed us inside for a better attention,after blood test and blood pressure was taken even you could see all the personal was working nobody took care of my wife and it wasn't that busy or crowded,besides that my wife's stretcher stinks so bad and casually the floor Manager was there and I complain about it and he answered me,WHAT DO YOU WANT ME TO DO?SPLITBesides the place being filthy there is no doubt in our minds that if my husband was not transferred out he would not be alive today.SPLIT80",6,0,0,0,0,13.157894736842104,1.825
Samaritan Medical Center,https://www.yelp.com/biz/samaritan-medical-center-watertown,NY,830 Washington Street,47,39,72,20,61,31,80,16,78,18,66,19,"I understand that this hospital is trying its best to get people the healthcare they need and deserve, but I also feel that it must undergo major management reforms for this to be a better functioning hospital and more efficiently deliver the services it needs to.SPLITTime is precious, just like anybody else I'm sure none of the worker's there would ever like to wait for something that won't happen and be aware after a whole hour.SPLITThe hospital needs alot of maintenance it might be the location but still it should have a better service I rather go a little far to other hospitals to get better service and treatment!!SPLITWorst customer service ever, the nurses there are so lazy that the whole day instead of helping patients they are chatting and laughing without doing their job the whole day, especially the Indian girls who are really young who got hired with no experience they are so dumb and not sure why are they allowed to to sit at the main entrance building customer service desk when they are so irresponsible and not helping and they don't have the updated information with them, my husband was discharged and they didn't tel me and sent me upstairs to look for him in the wrong room how dumb can they be, extremely unprofessional Indian dumb girls they should be fired immediately.SPLITDoctors and nurses here are extremely racist, unprofessional and are not polite at all.SPLITTerrible hospital, my mother was in the end stages of cancer and  couldn't walk, they would leave her food tray at the end of her bed where it sat and got cold.SPLIT340",38,0,0,0,0,22.602739726027394,2.125
Good Samaritan Hospital Of Suffern,https://www.yelp.com/biz/good-samaritan-hospital-suffern,NY,255 Lafayette Avenue,46,35,63,27,63,26,77,17,73,21,56,17,"I suggest to anyone to STEER CLEAR of this place if you need real emergency care or a staff that actually cares about your well being.SPLITThis area is most certainly understaffed, so have someone to chat with or a good book ready because it'll take a while.SPLITI usually don't rate anything bad and just take it up with the place it's self but this is the second time and I have the work care for a family member.SPLITThe dirtiest hospital i ever been in im so fearful that i will leave this hospital with farl more than i came in for this hospital is nasty as hell the seats are disgusting I am not sure if it is a homeless drop off site there are stinky homeless people all love this hospital they need to close Elmhurst hospital center down all i know is i will never step foot in this bitch again if this was the last hospital on earth a rather take my chances treating my self high as the rent is in this area the hospital administrator should be ashamed or any9else who works here #closeelmhursthospitaldownSPLITThat is insulting because as you can see every review here says the same thing, nasty nasty nasty nasty personnel.SPLITSecondly, the check in process was confusing and horrendous, and despite us and a few other people waiting in line to complete our two step check in process, the employees were rude when we got mad that other people that got there after us kept being helped before us.SPLIT392",34,0,0,0,0,28.313253012048197,2.3823529411764706
Staten Island University Hospital,https://www.yelp.com/biz/staten-island-university-hospital-staten-island-28,NY,475 Seaview Avenue,41,39,59,28,59,29,74,18,76,18,57,18,"I have no healthcare and am dreading the bills to come my way and hope they can work with us in some way but this is a very good well run and clean ER and we have seen a few in our time.SPLITThere was a man screaming and cursing for about an hour and nobody did anything to control the situation, but other than that I felt pretty comfortable.SPLITI was whisked in straight away and taken very good care of by my nurse and the attending PA.SPLIT*smh* Should a medical emergency arise, I don't care how urgent it is or how close to death I am, I'd rather the ambulance driver drive right past this hell hole and take me to Forest Hills Hospital where they have a clue.SPLITThis is the worst hosp i wouldn't send a dog her for treatment went to er with pain got admitted then wind up having surgery they removed my overy without letting me know then the after care was degrading for any human to endure the staff on the third floor and i.c u need to be fired for negligence due to the fact the nurses didn't do their job and the surgeon was rude and mean my whole stay if you sick PLEASE hold up long enough to go somewhere else people please for your own sakeSPLITI suffer from SEVERE, ALMOST DEBILITATING anxiety in medical settings, due to the death of my infant daughter nine years ago.SPLIT2980",310,0,0,0,0,23.15405651777575,1.0
Northern Westchester Hospital,https://www.yelp.com/biz/northern-westchester-hospital-mount-kisco-4,NY,400 East Main Street,60,30,76,17,73,20,84,12,85,12,70,15,"Not one of them care to help or make her better they only care about pawning more drugs on her that are pretty pricey.SPLITOK. OK. OK. OK. OK. Getting down to business.SPLITI really hope they can see the care they're providing from the patients eyes & I'm hoping NYU can help them turn things around.SPLITStaff non-existent, staff constantly blaming one another for the mistakes with pain medication, water from other patient being given to someone else to take medication, staff not able to carry out Dr.'s orders on medications until they are reprimanded with patient sitting there overhearing the discipline or lack of being given to these incompetent so called hospital staff.SPLITThe staff there were as UNPROFESSIONAL as it gets, loudly gossiping, cursing, hitting each other, using their cell phones, talking about their sex lives and frightfully sexist opinions about spousal abuse... while completely ignoring me.SPLITAVOID WINTHROP ER AT ALL COST, REALLY SHAME FULL AND UPSETTING HOW AN HOSPITAL COULD BE SO INCONSIDERATE.SPLIT2723",257,0,0,0,0,28.14569536423841,3.966666666666667
Eastern Niagara Hospital,https://www.yelp.com/biz/eastern-niagara-hospital-lockport-3,NY,521 East Avenue,44,38,69,22,56,31,75,19,74,21,57,18,"Things went well after that so that can be forgiven, but I really wanted to point out the skill and compassion of the nursing staff and lactation consultants and their coordination.SPLITNot only was I seen immediately, but I was also treated with the most tender care I have ever had at a hospital.SPLITThe paramedics were great and took me right in past the waiting room.SPLITThis is The Worst Hospital in the city- the real rotten egg, nobody cares, dirty nurses are obnoxious, doctors are snotty a d condescending, nobody cares, nurses are rude and violent with patients, thatis awfully disguasting 

The rating is 0 out of 5 tomorrow will do a
Everything I can to make sure media is alerted..... Something drastic has to be done....SPLITAsking how long it will take to be seen it's a waste of energy as the two nasty receptionists give you an attitude and don't have any idea what's going on in that place.SPLITI was furious!!SPLIT201",20,0,0,0,0,20.0,5.0
