Hospital Name,Link,Summary,Overall Experience,Timeliness,Cleanliness,Friendliness,Spaciousness,Average Rating,Quietness,Cleanliness2,Helpfulness,Communication
Kenmore Mercy Hospital,https://www.yelp.com/biz/kenmore-mercy-hospital-catholic-health-system-kenmore,"Afraid of the bills to come but the staff here really took great care of me, they were super nice.SPLITWe fortunately did not have to wait long till she was seen by a doctor/practitioner (not sure) but was treated with such care and compassion.SPLITMy dogs get better care and you get better communication at my vet.SPLITfirst time only say by practitioner
very poor nurse cold as ice could care less poor results poor communication slow as mollases and just all around terrible
second visit much more pain dr was not nice non carrying and very matter of fact type and was annoyed if you have a question
let me give you an example they gave me morphine first time i ever got it
4mg i felt nothing but a slight headache very little relief 
at end i said to dr is it normal to not feel much relief after getting 4 mg of morphine
he said i don;t no i never took it
now that is a cocky stupid rude answer
he was like that through the entire process
nurse was non carrying and poor and I am a huge nurse advocate.SPLITDepression giddiness pain desperation.SPLITIt can be scary and frustrating when you don't feel well or worried about your person.SPLIT228",43.31210191082803,35.0,30.0,50.0,0.0,3.2777777777777777,86,90,91,91.33333333333333
Nyack Hospital,https://www.yelp.com/biz/montefiore-nyack-hospital-nyack,"I was pleasantly surprised at how friendly and helpful the staff was, ranging from administrators to the nurses and assistants.SPLITI had some complications and everyone was so professional and compassionate and made me as safe and comfortable as possible.SPLITLoved ones will also probably not understand the hospital's processes, what exactly is happening with their loved one, or how and when decisions are made.SPLITNot only that but I was sick as hell for 4 days after leaving there.SPLITif you want to die and be angry than this is the place for you

they need to shut this damn hospital down !SPLITA disgusting mess of a war zone!SPLIT413",30.49645390070922,15.0,20.833333333333336,100.0,0.0,2.0,76,87,86,84.66666666666667
North Shore University Hospital,https://www.yelp.com/biz/north-shore-university-hospital-manhasset,"I was in nine Monti and I have to tell you the nurses there are beyond excellent - so cheerful helpful they always come in to ask you if you need anything they take excellent care of you I'm scheduled to go back this month for colon resection and I was given the choice of other hospitals but I would not go to another hospital North Shore is the hospital for me if you want to be treated well go to this hospital I highly recommend it and thank you to all the nurses on nine monti they were like friends!SPLITThe doctors are informative and respond quickly to any requests and questions , the nurses are loving and sweet and they go above and beyond to make sure the patient is comfortable , the PC's are always nearby and always ready to lend a helping hand, the cleaning crew is discreet and thorough.SPLITI been to Nsuh quite a bit of times for various conditions..the nurses in the er are pretty friendly and always help when in pain..when you  admitted it can take some time since its always busy...Most of the nurses are pretty good and depends what floor you are on..Overall good hospital,,SPLITThe WORST....my uncle came to the hospital from having vomiting heachache, stiff neck, dizzy, bad vision....once in the hospital it took 3hrs before a doctor can talk to us..after talking to us was told that she was going to get a CT scan don......than another 4hrs before the transport people came to get him for a CT scan...now we are still waiting for the results...we went from waiting for the result in the room to now making us wait in the COLD HALLWAY...they said that they need the room for someone else but NO ONE ELSE IS USING THE ROOM.....it's now Goin to be 2hrs still in the hallway no one came to tell us about his results and the room is still not being used by the person supposely that need the room....excuse my language by this is F**king crazy....after asking to see if we can get the room back because my uncle was getting cold in the hallway we were told no its occupied (BUT STILL NO ONE IS USING THE ROOM) and the transport that took my uncle out the room keeps walking pass the room to look in and seeing that no one is using the room and looking and me to see if I see him looking...some kind of hospitalSPLIT?crazy they need to organize for emergency room for sure ...really disappointed .. this is ridiculous try to just seat for 10 hrs and wait for ur check up done in emergency room ....what is the point of to go to emergency room ????SPLITIn addition, they don't regard mental health highly Bc they gave my mother the wrong anxietymedication and almost forced her into an mri during a panic attack.SPLIT1592",39.114391143911426,17.567567567567572,33.75,83.33333333333334,33.33333333333333,2.853333333333333,85,91,87,90.66666666666667
Peconic Bay Medical Center,https://www.yelp.com/biz/peconic-bay-medical-center-riverhead,"The staff has been SUPER helpful, polite, and kind during our 4 day hospital stay.SPLITseems like a country hospital so I was a bit nervous, but you get excellent care here, pain management is great, and no parking fees!SPLITThe food there was uneatable, they like showing a little film on the TV about how they care about your diet & needs and if there is a situation to let them know, well I didn't eat for nearly 3 weeks, they kept bringing food I could not eat and when told about it didn't care.SPLITThe billing dept is so incompetent they could not manage to get my address correct after several calls to the dept they sent me to collection twice (never received any bills ) now when I try to pay they can't provide my with an itemized bill but managed to send my account to collections and mess up my credit .. when I got frustrated with the billing representative she told me I was messing with the wrong person !!!SPLIT( you'll see a Doctor faster) My daughter waited in the outside waiting room for more then 4 hours in horrible pain, buckled over and crying, the staff did absolutely nothing to help her!SPLITVery unprofessional very cruel.SPLIT265",25.842696629213485,18.75,29.411764705882355,75.0,0.0,2.821428571428572,84,93,93,88.33333333333333
Lenox Hill Hospital,https://www.yelp.com/biz/lenox-hill-hospital-new-york-6,"she keep saying you need to call you insurance bhla bhla bhla instead of helping I had spoke with the rheumatologist and she will see me regardless I have or no an insurance she only need a referral but the inept coordinator keep repeating the same thing over and over seriously they need to treat ppl right nobody is better than nobody I don't think one is more special than other we need to help each other and be more interesting in your job thanks to us you have a job we are the ones paying your bills should treat us betterSPLITI hope you will commend her for her excellent work, she truly is a great asset.SPLITThe nurses here are smart, kind, caring, friendly, and helpful and the hospital is very clean.SPLITHorrible Place they killed my Mom with Chemo the staff tried to bully her into a hospice and violated her rights, the doctors particularly dr Grace lied to my mother told her she was cured then stalked her after she decided to switch to another doctor.. continued to visit my Mom although she stated she didnt want him to .. no respect and they kicked her up into a Harlem rehab where she was the only white person in the hospital after they disintegrated her bowels over chemoing her.. She died after a tough battle they acted unprofessional/ criminal they killed her.. not the cancer itself.. beware Dr Grace and his lies to cure you when he tell you to spend 7k on chemo sensitivity tests that dont work.SPLITThis is the WORST WORST WORST HOSPITAL!!!SPLITMy review is base on a Lenox Hill Dr name Lara McLeod, DO I dont think she is a dr a resident, because I went to the advantage care center in astoria, AKA hip center to see a emergency dr but I was told I had to see these medical Dr.s from Lenox Hill as a emergency walk in, So that night of June 15th 2015, that day I had a bad cough gagging red throat my head was hurting, this dr saw me and said go home and take over the counter meds that I been taking, I said I PAID A CO -Pay and you not giving me nothing she said no I cant, I went to the admin to complain she couldnt do any thing.SPLIT2049",41.393168117883455,20.792079207920796,27.058823529411764,100.0,100.0,3.0422535211267605,82,89,89,88.66666666666667
Orange Regional Medical Center,https://www.yelp.com/biz/orange-regional-medical-center-middletown-5,"Anyway, I dislocated my shoulder on Dec. 29th and went to the er and I was taken immediately to the back and while a nurse was talking to me my er doc arrived and looked at my shoulder ordered an xray but before she left made sure to offer medicine for my pain...ever
y doctor I saw treated me with utmost respect and took great care of me!SPLITI was a patient on 2/7/19 had heavyness in chest and trouble breathing,I had a stent put in that verry day and the care I received could not get any better the cardiac cath lab team was wonderful I couldnt ask for better treatment I spent the night and the nurses were wonderful and gave me the best care thank you all so verry much you saved my life.SPLITWhat a wonderfully compassionate team I was blessed to have taking care of me during my stay.SPLITShame on all you losers that work at this place your as bad as the old Arden kill aka Arden hillSPLITMy daughter was scared so badly by their misdiagnosis that she actually began having severe panic attacks.SPLITI went to the emergency room for severe abdominal pain and lower back pain.SPLIT499",36.15160349854227,18.181818181818183,36.0,50.0,0.0,2.5,89,92,92,90.66666666666667
Elmhurst Hospital Center,https://www.yelp.com/biz/nyc-health-hospitals-elmhurst-elmhurst,"I have no idea how much that visit will cost me but it was pointless and I would have been better off just staying in my hotel and hoping for the best.SPLITIf patients come out with good results or acceptable care- the flow of goodness will soon follow and paid patients will want to come to the hospital and make it a lot of more functionally and eventually  - efficient.SPLITMy mom has a serious heart problem so I called 911, she was urgent there was no wait.... 
She survived that night and moved to ICU, now people took care of her so nice way...I gotta thanks to all staff and thank you again.SPLITWorst customer service ever, the nurses there are so lazy that the whole day instead of helping patients they are chatting and laughing without doing their job the whole day, especially the Indian girls who are really young who got hired with no experience they are so dumb and not sure why are they allowed to to sit at the main entrance building customer service desk when they are so irresponsible and not helping and they don't have the updated information with them, my husband was discharged and they didn't tel me and sent me upstairs to look for him in the wrong room how dumb can they be, extremely unprofessional Indian dumb girls they should be fired immediately.SPLITnot only was i in the ER for hours and hours but the place is disgusting, the nurses are rude and neglectful and the doctors are horrible.SPLITSo when I needed it most, I was unable to get pain medication for over 5 hours while they fix the problem and I suffer in excruciating pain.SPLIT2403",26.7497034400949,14.615384615384615,13.043478260869565,0.0,0.0,1.515695067264574,78,86,82,84.0
St Joseph's Hospital Health Center,https://www.yelp.com/biz/st-josephs-hospital-health-center-syracuse-10,"They were both very friendly, did a great job, and did their best to get me taken care of in short order.SPLITCaring, cheerful, helpful, great at answering questions, being concerned about my every need and concern, and most of all extremely competent.SPLITThe care in the ER was wonderful from start to finish-I was very impressed with everyone who took care of me.SPLITI could go on and on but I hope you get the gist of my total disgust for this facility and honestly feel real bad for the patients with severe mental problems.SPLITFuck the yelp reported 52 min average wait time, you come here and you'll die before any treatmentSPLITER  midnight  Sunday 9/15/2019  to Monday 10 AM, 9/16/2019
My wife, in agonizing pain had  to wait 2 1/2 hours.SPLIT172",43.41085271317829,8.333333333333332,40.0,0.0,0.0,2.739130434782609,89,90,91,89.33333333333333
Long Island Community Hospital,https://www.yelp.com/biz/long-island-community-hospital-patchogue-2,"Unbelievable in honorable statue of excellence in 
 care.SPLITShe was as well on Point super friendly and courteous.SPLITHe is a man that stands strong not only in medical practice and effectiveness but a man the has great moralè and value and treats his patients the same.SPLITShe was abusive, threatening, said she would hurt me, lied to me and cheated me out of services, and violated my privacy.SPLITthis hospital is the worst,went oct 27 to the emergency room was not feeling well.had a back pain with a rash er doc told me I had hurt my back he sent me home with pain pills told me to go to my doc,.when I did finally get an app come to find out I had the shingles.SPLITBad enough this hospital has a bad reputation this definitely doesn't help matters smh while its beautiful on the inside most of the staff need to be fired for doing Jack shit and not helping while it's part of their workload you couldn't pay me to come here its horrible!SPLIT287",32.64248704663213,35.714285714285715,21.052631578947366,100.0,0.0,1.933333333333333,72,85,78,84.66666666666667
Ellis Hospital,https://www.yelp.com/biz/ellis-medicine-schenectady,Out Patient registration was busy but move along smoothly the staff drawing blood was pleasant and Radiology was extremely busy but didn't wait very long and as before staff very pleasant and caring.SPLITThere are some positive things - the folks who work in intensive care - the medical staff - are wonderful.SPLITEllis medical group and hospital has provided outstanding care.SPLITHowever the non-medical staff (receptionist) was a real pain in the ass and considering she is dealing with people who are extremely ill or visiting a critically ill family member -- the attitude is just inappropriate.SPLITMy 13 year old is complaining her arm hurts worse and was crying which upset me and the doctor comes in and told her if she can hold down some water he will remove the needle.SPLITFunny its just like PriceChopper's new stores...Brand new look but SAME CRAPPY STAFF AND EVEN WORSE COMMUNICATION AND SERVICE!SPLIT334,26.01626016260163,13.636363636363635,8.333333333333332,100.0,0.0,1.825,82,89,84,87.33333333333333
Good Samaritan Hospital Of Suffern,https://www.yelp.com/biz/good-samaritan-hospital-suffern,"The final diagnosis after blood tests and CT was diverticulitis and my nurse Dawn ( such a pleasant personality and calmness) and Dr Kim were fantastic as were the support staff in making me comfortable.SPLITI have no healthcare and am dreading the bills to come my way and hope they can work with us in some way but this is a very good well run and clean ER and we have seen a few in our time.SPLITEveryone we encountered, starting with the guy at the door, were helpful, kind and courteous.SPLITUnfortunately, trying to get any information out of the billing department is disgustingly frustrating and is about to give me a heart attack.SPLITIn an emergency cardiac situation, this isn't care to complain about, this is care that kills patients.SPLITWhether it be lack of training or simply just laziness - at the end of the day; it is sad that patients receive such poor care.....SPLIT244",36.62790697674419,43.75,33.33333333333333,0.0,0.0,2.3823529411764706,81,90,89,87.0
Northern Westchester Hospital,https://www.yelp.com/biz/northern-westchester-hospital-mount-kisco-4,"My thanks to your entire staff for making my hospital stay as pleasant and comfortable as possible.Northern Westchester Hospital has the most caring and compassionate nurses and Doctors!SPLITI""m not bragging, but as someone who has enjoyed good health for most of her 66 years, I must say that the staff here is outstanding.SPLITYes the E R is pretty but
the nurses and house staff are dangerous.Naturally the administrators like only 
praise but the truth should prevail.SPLITAfter waiting by myself in the emergency room a nurse finally came in and took my vitals asked me my level of pain which was a ten then told me to take off my top and pants without offering assistance .I was in so much pain and left on my own ,finally after waiting another 2 hours finally taken for x rays then came back and left again till I was given pain killers at this point my husband came and couldn't believe my treatment finally after wondering what's going on told that they weren't sure if it was a new or old fracture and they sent me home with recommending a orthopedist or turned out didn't take care of back problems .SPLITAt one point I had trouble getting the TV to work and was getting very frustrated and upset.SPLITMy daughter came in very ill and they were inattentive and unempathetic to her severe pain.SPLIT200",48.29931972789115,41.66666666666667,66.66666666666666,50.0,0.0,3.966666666666667,90,93,93,92.66666666666667
Highland Hospital,https://www.yelp.com/biz/highland-hospital-rochester,"both were so sweet, kind and helpful, thank you for that.for all the others, be gone or go to the school of life on how to be human and caring because you all lost it somewhere down the line.SPLITMy experience with Highland was not as a patient, but instead, a support for a loved one who needed surgery.SPLITShe was finally made comfortable and had a good evening group  (doctor, nurse, and PCT) for her care.SPLITAn outrageously annoying gaggle of millennials came in post car accident - one of them thought she might have broken her finger- they were giddy with car accident excitement.SPLITNever had a nurse go so incredibly slow to hook me up for an EKG while I was short of breath, dizzy, very fast heart rate I could feel, and pain on my left side on my upper back...and as my records they have there show I've already had two minor heart attacks in the past and a coronary artery blockage yet I have not been seen by a doctor here in over five hours waiting in their waiting room.SPLITI blame her for her lack of attention regarding my mother's dire need for pain relief.SPLIT176",39.84375,11.111111111111109,0.0,100.0,0.0,2.5,86,90,90,91.33333333333333
Nyu Winthrop Hospital,https://www.yelp.com/biz/nyu-winthrop-hospital-mineola,"When you are seen it is SLOW but again with that being said the kiosk registration people that come around are funny and nice, the pharmacy people who come to discuss your medications are so so nice and also make sure you are receiving the best care because they triple ck all meds and cross ck for anything that maybe conflicting.SPLITThe labor and delivery staff were super friendly, SUPER calming and very informative.SPLITPost operation all of my nurses but one were great, even seemed like friends!SPLITUnfortunately I am still in excruciating pain, the same pain that I came in with.SPLITBy their actions, they have given me enough evidence that they do not give a rat's ass about cancer patients, especially cancer patients with stage 4 cancer.SPLITAVOID WINTHROP ER AT ALL COST, REALLY SHAME FULL AND UPSETTING HOW AN HOSPITAL COULD BE SO INCONSIDERATE.SPLIT962",37.37226277372263,35.555555555555564,34.04255319148936,77.7777777777778,0.0,2.87,80,93,86,89.66666666666667
Mount Sinai Beth Israel,https://www.yelp.com/biz/mount-sinai-beth-israel-new-york-4,"To be fair, I will say that the nurses who provided care during my three-days of recovery were excellent, and I owe a great deal to them for helping me successfully nurse despite the uphill battle after the c-section.SPLIT), but I was drafted to help as well because the friend who was going to help her ended up hospitalized herself, and was not quite back to full strength yet.SPLITThis service was totally AMAZING, and it makes me feel humbly proud and confident to be a part of such an OUTSTANDING Hospital and its services!SPLITUnder The Surgical Knife
A gruesome 6 hour gynecology surgery
My family worried
Under the influence of Anesthesia
Four surgical incisions
I became weak, sad and nauseated
Excessive dry mouth from Anesthesia
With every movement is extreme pain
Oh, abject pain of 10 on the Faces Pain Management scale
Nausea and dizziness alert!SPLITStaff non-existent, staff constantly blaming one another for the mistakes with pain medication, water from other patient being given to someone else to take medication, staff not able to carry out Dr.'s orders on medications until they are reprimanded with patient sitting there overhearing the discipline or lack of being given to these incompetent so called hospital staff.SPLITNight 2 of my stay this doctor was off (Thank God) I was on oxygen and crying because the pain was so bad, the nurse ran to get a doctor because she saw the actual agony in my face.SPLIT1971",31.87454412837345,20.32520325203252,12.5,62.5,0.0,2.331460674157303,84,91,82,85.66666666666667
Va New York Harbor Healthcare System - Ny Div.,https://www.yelp.com/biz/va-ny-harbor-healthcare-system-new-york,"I have been treated with the best of care here, and they have a great canteen.SPLITVA  this people your treating are human beings and most importantly they Heroes, because of them we can say we  are in a Free Country.SPLITThey took an interest in any ailment I brought to their attention and helped me to understand what path they felt was best.SPLITMy father and I were very upset but still disrespected and bullied by staff including the threat of discharging my father to their selected nursing home alone in an ambulette.SPLITThe place is unbelievably filthy, staff look so sad as if they were facing firing squad, so pathetic they are!SPLITLazy, unprofessional, and some are straight up dishonest.SPLIT208",37.76223776223776,33.33333333333333,27.777777777777782,0.0,0.0,2.5217391304347827,85,93,88,89.33333333333333
Glen Cove Hospital,https://www.yelp.com/biz/glen-cove-hospital-glen-cove-2,"It's my first time being admitted to this hospital and after this experience I'd rather drive to another hospital next time




Editing this review because it was regarding the night shift , come 6 am it turned into a 5 star experience ,2-3 amazing doctors on board , excellent care from the nurses I actually had a great day they took really good care of me and I was really disappointed they had to leave and end their shift fast forward to night time when the shift ended it's been 1 hour and 45 mins and nobody has checked on me yet that's how the whole night goes you're just left for dead , in the daytime several people who are all very pleasant and warm check on you to make sure you're comfortable and have everything you need .SPLITThe residents are pretty good too my fav Dr. Zamar (I think) will be an awesome doctor, love her!SPLITFrom the second I walked in the door to the moment I left,  they were nothing but kind and accommodating and truly put my best interest and comfort first.SPLITBathroom was very dirty with garbage from previous guest , no doctor on staff !!!SPLITThe beds are extremely uncomfortable I couldn't sleep I have a fractured tailbone and abdominal discomfort and it's nearly impossible to get up on ur own and I'm young I can't imagine the elderly getting out of this bed !SPLITThe only reason I would come back is for an emergency considering it is around the block.SPLIT136",62.7906976744186,33.33333333333333,42.857142857142854,75.0,0.0,4.0588235294117645,84,96,88,90.33333333333333
"St Francis Hospital, Roslyn",https://www.yelp.com/biz/st-francis-hospital-roslyn,"Had ambulatory surgery there yesterday with Dr Kevin Cassidy who is amazing .The staff was wonderful ..Many thanks to Joan ,Ashley,Evelyn.Liz and Grace Patient care secy.You guys are beyond compare .Thanks for your care and for being human unlike some other hospitals I have been to .Ashley I am still learning how to walk .You are the best .Thsnks for the breathing techniques Gracie .It helped to calm me down .SPLITWas welcomed by ER tech who took my history and reassured me from the first minute that i would be ok. And was taking into the ER and was greeted by over the top unbelievable Dr.'s , Pa's and nurses assits so well i was in awe this made my first time experience in a hospital so calming to see how honest hey were with me and explained every test before doing it, took blood work, took time to ask me thorough questions an answered all my questions and made me feel that i was in the best hands.SPLITI remember because they were the best nurses I have ever seen not only for me but for the 2 patients that were in my room during my stay...
Also the food..... delicious and the staff in room service are so nice and friendly!!!SPLITPatients are sick, scares, frustrated and this doesn't help.SPLIT5 weeks later the pain was bad breathing hurt.SPLITI have chronic pain, seriously 24/7 this means I have been through the pain management nonsense.SPLIT574",46.231155778894475,27.659574468085108,33.33333333333333,0.0,0.0,3.523809523809524,87,93,94,92.33333333333333
Montefiore New Rochelle Hospital,https://www.yelp.com/biz/montefiore-new-rochelle-hospital-new-rochelle,"From their doctors, to the staff of nurses, and other employees, everyone is friendly, kind, and helpful to say the least.SPLITDespite the fact that there were several other babies being born at the same time, the nurses made sure that we were all comfortable and happy, providing anything we needed often before we realized that we needed that something.SPLITEveryone we interacted with was helpful, caring, friendly, and understanding.SPLITI told my kids unless I'm bleeding to death, comatose or having a heart attack don't bring me here.SPLITNever mind the real problems about bad doctors and nursing issues.SPLITThe worst  place to be if u are really sick my husband died because of lack of communication  between want to be drs and siting floors he was administrated test was against what he could have didn't feed him by mouth because the weekend wanna be didn't know he could if lost my love my best friend who was doing good till the weekends I was actually  told oh its the week end I was never informed  about anything I had constantly  complain what are u doing why if u want to die go hereSPLIT162",32.17391304347826,40.0,45.45454545454545,100.0,0.0,2.2222222222222223,83,86,84,85.66666666666667
John T Mather Memorial Hospital  Of Port Jefferson,https://www.yelp.com/biz/mather-hospital-port-jefferson,"This team readily swarmed to the healing of the situation 
Dr.Eddie Kim 
Shelly Rosenfeld Registration
Irene Lettero EKG 
PA Amanda Stevens 
Trainee Tyler Warner
Lab Ass.Amanda Schiefele
Intensive Care Dr. (Resident) Lowell
MD Maritza Groth
CNA Doug Bergman 
Laura Chesnowitz 
Karina Fatakhova 
ICU TEAM 
Director of Hospital Medicine JACOB SOKOL
MD Resident Joseph
Respiratory Therapist Eileen 
MD SZEMA Allergist administered  Firazyr
It would take pages to write what this Medical care team did individually 
So it is with great respect & honor to acknowledge each one as a whole in having a part in saving my mother's life 
Hall of Fame Dr.'s & Staff Proving TOP NOTCH MEDICAL CARE!!!!SPLITWhen an establishment cares that much about making guys who work for free or under $11 an hour feel a little bit better about themselves, it shows you exactly how they're going to care for your family.SPLITExcellent hospital .Easy to park .Took my father in for emergency and he was seen immediately and had excellent careSPLITwhich I get, but terribly ill is still terribly ill and may be unimportant to you but something serious could be going on...SPLITShe was hurt and angry and called me crying about this awful experience.SPLITI told them my pain was an 8 and I was dizzy and spinning and the light hurt me.SPLIT328",31.25,11.764705882352938,36.36363636363637,0.0,0.0,2.5483870967741935,83,95,92,91.0
Mount St Mary's Hospital And  Health Center,https://www.yelp.com/biz/mount-st-marys-hospital-of-niagara-falls-lewiston,"A note to say how thankful we were for your hospital's kindness 
to our sister.SPLITBuffalo General's original physicians are the best.SPLITFriendly, efficient staff.SPLITOn another occasion, they failed to diagnose a serious problem, and sent my mother home with no care, whereafter the entire situation mushroomed into a major medical event which could have resulted in death.SPLITThey have some of the dumbest people working here they almost killed someone i knowSPLITI walked away in pain and with an awful headache.SPLIT109",35.443037974683534,33.33333333333333,25.0,0.0,0.0,3.0,89,90,89,90.0
Glens Falls Hospital,https://www.yelp.com/biz/glens-falls-hospital-glens-falls,"In the past few weeks I have watched them be amazing with my grandmother in the ICU, give great treatment in the ER, do amazing surgery, and the nurses and care (especially 4 West) is as good as it gets.SPLITThe staff is super friend ly and efficient.I always felt like I was in good hands, they were looking out for me, their patient.SPLITThe provider area should be out of site from the public because it is a circus at times with laughing and out doing each other with adventures - it is the great chat area while patients lay waiting for care.SPLITI came in and found he had nearly no Cancer pain (He was declared cancer free a 4 weeks earlier) but the pain killing meds (Dilaudid, Percoset, Fentanyl Transdermal narcotic patch, and Ativan- for anxiety)  were causing severe malnutrition (no eating for 10 days) ,  and mental confusion and weakening him health wise .SPLITIf they had taken the 30 seconds to ask the patient to tally his pain they would have found ZERO pain at the cancer site, some minor pain from a skin wound, and most of the pain related to the lower back spasms.SPLITIN 6 days the patient was off of all the pain killers except tylenol his pain was either a 0,1,or 2 (less than a headache) .SPLIT199",26.174496644295306,33.33333333333333,0.0,0.0,0.0,2.391304347826087,85,93,93,92.33333333333333
Flushing Hospital Medical Center,https://www.yelp.com/biz/flushing-hospital-medical-center-flushing,"But surprisingly the nurse who registers patients saw the look on my face and maybe that little prayer I said to God and Buddha helped cuz we were rushed to Urgent care in less than 2 minutes and he was all patched up Thanks to Dr. Sharma, who is undoubtly the BEST ER doc there is!!!SPLITMy baby born here this year,I came here so many times for my baby,all doctors and stuff is so helpful and very friendly .specially MAGEE( nurse )she is great ,she help us a lots.also she is very nice person I ever seen...thank you MAGGE.SPLITIf this hospital's neonatal and maternity care nursing staff veritably focused less on ""appearing"" to the doctors like they are working when they really aren't, wasting hospital funds by asserting themselves inappropriately because of an over-inflated ego, and, instead, do what they are paid to do by expending their energy into maternity and baby care, family wouldn't feel it necessary to take matters into their own hands to help the new mom and newborn infant.SPLITMy daughter had a bad reaction to antibiotics she broke into hives and a real bad rash.SPLIThell on earth, was there twice, walked out the first time, pulled  all the iv out of my arm and went home, second time nyc paramedics forced me there, im sure they have some deal to route patients there and i live in bayside, and always go to northwell, manhasset, because i have crohns diseas=e, panic attacks, other issues.SPLITWe waited for what seemed forever for her to be seen, the place is DISCUSTING, THAT HOSPITAL NEEDS TO BE SHUT DOWN N RENOVATED, it's dirty and everything looks old, and the nurses we encountered were very rude and slow, as we sat waiting we noticed that they were gossiping, texting and talking on their cells phones, they wasted alot of time doing that instead of doing their job.SPLIT761",38.973384030418245,27.08333333333333,13.157894736842106,66.66666666666666,0.0,2.3908045977011496,79,90,84,85.66666666666667
Maimonides Medical Center,https://www.yelp.com/biz/maimonides-medical-center-brooklyn-21,"The nursing staff was friendly and very helpful, the health aides were very kind and caring, and the doctors dealt with my anesthesia related issues with the utmost care and professionalism.SPLITHe's great; this hospital is not so great, though there are some truly excellent staff.SPLITIt didn't feel as comfortable as I thought it would or would have liked but I knew they were focused on taking care of the babies as best as possible.SPLITI try to be positive with a review but this place is HORRIBLE during the worst time of my life I was sent here (I was having a miscarriage) from the ambulance in my nightmare began there was no rush to help maybe save my baby with a examine to check for a heartbeat or anything,I was bleeding severely sorry Tmi and only after I blacked out did the start to rush around to care for me upon which I was rushed to the OR my baby was gone and I was blacking in and out even with this happen and me crying off and on,I then wake up momentarily to here the nurse making jokes about me,after hearing her I said I can hear u she replies oh it's ok honey we like to joke around in here @&$!$ I'm losing so much blood that my blood pressure is severally low and she's joking,after thankfully making out of the Or I had to be put amongst women in labor hearing their babies heart beating broke my heart even more, I asked to be moved and I get there's no were else to put me,to add to this I had to stay for 5 days because they couldn't figure out why my blood pressure was still low,I told them I was anemic and I needed iron no one did anything it took for me to blackout repeatedly for them to give me blood for me to recover and finally go home,ANYTHING PREGNANCY RELATED AVOID AT ALL COST sorry for long story but it happened and I thought others should knowSPLITMaimonides cancer center failed to Diagnose my mothers breast cancer that had moved into her brain and it caused her untimely death.SPLITDuring the last few weeks, his pain was so bad and he was suffering yet she refused to give him morphine or a reference to pain management doctor.SPLIT1997",33.4965034965035,29.59183673469388,18.75,80.0,100.0,2.053892215568862,79,85,77,85.33333333333333
Long Island Jewish Medical Center,https://www.yelp.com/biz/long-island-jewish-medical-center-new-hyde-park,"I am very grateful to the wonderful staff at LIJ New Hyde Park Katz Women's Hospital for taking such good care of me and highly recommend anyone looking for a comfortable, clean and professional hospital with a very compassionate staff to give birth at.SPLITI would definitely recommend Katz to expecting mothers who have the option of giving birth here-- The patient care is excellent and the staff who work here genuinely love what they do care about their patients.SPLITThis hospital is all about new fancy lobbies, shinny elevators and au bon pain cafe int heir lobby but somewhere the forgot that its a hospital and its main purpose was to attend to patients and try to give them the best care, respect and comfort.SPLITSo guys be careful with this worst n Super RUDE, ATTITUDE horrible RN name Simone at women's hospital at 6th floor n even fake n unprofessional doctor name deepti mirchandani.SPLITHad to call the police since the mob was about to riot.... A MISERABLE SELFISH HOSPITAL THAT TREATS THE PEOPLE WHO ARE FORCED TO PARK LIKE CRAP!SPLITThere was a bloody towel on the floor, dirty sheets on the chair, bloody instruments in a container on the table and a dirty matt on the floor at the end of the bed.SPLIT1315",40.02100840336136,28.813559322033896,28.57142857142857,80.0,0.0,2.463414634146341,83,89,86,87.66666666666667
Coney Island Hospital,https://www.yelp.com/biz/nyc-health-hospitals-coney-island-brooklyn,"While I am still a bit apprehensive about HHC due to my previous experiences , I have to give kudos to the staff for creating a very comfortable and safe  environment of care.SPLITThis Hospital is the best especially the ob/gyn staff and the physical therapy services and occupational therapy services there I love it I will definitely recommend this hospital to anyoneSPLITA great doctor (Lyudmila Levin) and an assistant eventually saw me and provided compassionate care and eventually I felt much better and left.SPLITThis is by far the worse hospital my wife and I and came in with a chest pain discomfort and they took two hours to bring us to the back for the emergency room and didn't give her a bed nor any test at all whatsoever all nurses were very rude and didn't ask to help never ever again are we coming to this hospitalSPLITI don't need handholding, but this doctor has the most unprofessional demeanor and angrily screams the patients' names without even getting up from her desk like a prison guard.SPLITI finally got seen by an incredibly rude doctor, after tiring of my crying and wailing, making me feel bad that I was in pain (wha??SPLIT746",30.350194552529178,29.54545454545455,33.33333333333333,100.0,100.0,1.9277108433734944,78,86,81,85.0
South Nassau Communities Hospital,https://www.yelp.com/biz/south-nassau-communities-hospital-oceanside-7,"This place might be close but their communication standards are so poor that I think your loved one would be better cared for an hour or more away with you visiting less frequently but with a better care team.SPLITI have to say that I was nervous about the hospital because of past reviews but I can certainly say with full confidence that I love this hospital.SPLITThe nurse in charge here, Lu, is so caring and friendly and obviously loves her job helping people.SPLITMy mom was treated very badly even  years before when my father brought her to emergency with terrible abdominal pains.SPLITMy father was hesitant to make any choices but the choice was made for him when she couldn't get dialysis because her kidneys failed shortly after the brain damage and she passed away at midnight on September 24, 2017.SPLITThis hospital almost killed me because they are so stupid.SPLIT813",35.154826958105645,19.230769230769234,18.918918918918923,60.0,0.0,2.4605263157894743,81,91,85,87.33333333333333
